JOB_TITLE,Years_Of_Service,Age,Gender,Race,ObjectID,CreationDate,Creator,EditDate,Editor
Police Officer,5,44,Male,Black/African American,1590,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,40,Male,White,1591,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,5,40,Male,White,1592,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,40,Male,White,1593,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,39,Male,American Indian/Alaska Native,1594,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,39,Male,White,1595,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,36,Female,White,1596,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,36,Male,Asian / Pacific Islander,1597,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,35,Female,White,1598,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,34,Male,White,1599,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,34,Male,Not Specified,1600,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,5,34,Male,White,1601,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,33,Male,White,1602,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,33,Male,White,1603,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,32,Male,White,1604,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,31,Male, ,1605,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,30,Male,White,1606,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,30,Male,White,1607,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,30,Male,White,1608,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,30,Male,White,1609,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,30,Male,Black/African American,1610,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,30,Male,Black/African American,1611,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,30,Male,White,1612,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,30,Male,White,1613,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,29,Male,White,1614,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,29,Male,White,1615,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,5,29,Male,Not Specified,1616,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,28,Male,Not Specified,1617,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,28,Male,White,1618,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,28,Male,White,1619,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Investigation Tech,5,34,Female,Hispanic/Latino,1620,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommunicator,5,32,Female,Black/African American,1621,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Business Services Mgr,5,51,Female, ,1622,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommunicator,5,39,Female,Black/African American,1623,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,32,Female,2 or More,1624,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommunicator,5,28,Female, ,1625,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Office Assistant IV,5,53,Female,Black/African American,1626,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommunicator,5,47,Female,White,1627,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Latent Fingerprint Examiner,5,44,Male,White,1628,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Animal Control Officer-Senior,5,33,Male,White,1629,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Support Technician,5,53,Female, ,1630,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Kennel Attendant,5,31,Male,Black/African American,1631,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Administrative Officer II,5,29,Male,White,1632,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommunicator,5,29,Female,White,1633,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,38,Male,White,1634,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,38,Male,Black/African American,1635,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,37,Male,Asian / Pacific Islander,1636,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,36,Male,Black/African American,1637,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,35,Female,Black/African American,1638,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,31,Male,White,1639,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,31,Female,White,1640,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,30,Male,Hispanic/Latino,1641,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,30,Male,White,1642,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,29,Female,White,1643,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,29,Male,White,1644,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,29,Male,White,1645,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,28,Female,White,1646,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,28,Female,White,1647,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,28,Male,White,1648,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,28,Male,Hispanic/Latino,1649,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,28,Male,Hispanic/Latino,1650,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,27,Male,White,1651,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,27,Male,White,1652,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,38,Female,White,1653,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommunicator,5,38,Female,White,1654,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Crime Scene Technician,5,33,Female,Black/African American,1655,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommunicator,5,32,Female,White,1656,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Administrative Officer II,5,64,Female,Black/African American,1657,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Support Technician,5,50,Female,Black/African American,1658,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Adminstrative Services Manager,5,49,Female, ,1659,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,44,Male,White,1660,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Criminalist DNA Analyst,5,41,Male,White,1661,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Crime Scene Technician,5,37,Female,Black/African American,1662,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Criminalist Firearms Toolmarks,5,36,Female,White,1663,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,35,Male,White,1664,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Investigation Tech,5,27,Male,White,1665,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Data Analytics Specialist,5,45,Male,White,1666,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Records Technician,5,67,Female,White,1667,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommunicator,5,31,Female,White,1668,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,41,Female,White,1669,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,38,Male,Black/African American,1670,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,37,Male,Black/African American,1671,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,35,Female,White,1672,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,34,Male,White,1673,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,33,Male,White,1674,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,32,Female,Not Specified,1675,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,30,Male,White,1676,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,30,Male,White,1677,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,30,Male,White,1678,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,29,Male,White,1679,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,28,Male,White,1680,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,28,Male,Black/African American,1681,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,28,Female,Hispanic/Latino,1682,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,5,28,Male,Black/African American,1683,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,28,Male,White,1684,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,27,Male,White,1685,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,27,Male,White,1686,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,27,Male,Black/African American,1687,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,27,Female,White,1688,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Investigation Tech,5,54,Female,White,1689,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Contracts Admin Coordinator,5,34,Female, ,1690,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,5,51,Male,White,1691,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Administrative Officer I,5,61,Female,White,1692,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommunicator,5,31,Female,White,1693,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommunicator,4,29,Female,White,1694,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,41,Male,White,1695,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommunicator,4,33,Male,Black/African American,1696,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommunicator,5,31,Male,Black/African American,1697,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommunicator,4,44,Female, ,1698,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommunicator,4,32,Female,Black/African American,1699,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,38,Male,Black/African American,1700,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,38,Male,White,1701,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,32,Male,Hispanic/Latino,1702,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,28,Male,White,1703,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,30,Male,White,1704,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,41,Male,White,1705,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,33,Male,White,1706,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,34,Male,White,1707,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,42,Male,White,1708,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,32,Male,White,1709,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,26,Female,White,1710,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,43,Female,Black/African American,1711,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,28,Male,Black/African American,1712,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,27,Male,White,1713,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,6,35,Female,Black/African American,1714,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,26,Male,Black/African American,1715,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,33,Male,Black/African American,1716,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,26,Male,White,1717,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,27,Female,White,1718,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,30,Male,White,1719,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,37,Male,Black/African American,1720,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,32,Female,White,1721,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,28,Male,Black/African American,1722,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,29,Female,White,1723,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,33,Male,Black/African American,1724,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,29,Male,White,1725,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,28,Male,Black/African American,1726,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,30,Female,White,1727,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Kennel Attendant,4,48,Female,White,1728,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,27,Male,Black/African American,1729,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,26,Female,Black/African American,1730,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,28,Male,Black/African American,1731,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,30,Male,White,1732,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,28,Male,White,1733,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Criminalist Serology,4,55,Female,White,1734,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Support Technician,4,28,Male,White,1735,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Trainee,4,26,Female,Hispanic/Latino,1736,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,27,Female,White,1737,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Customer/Revenue Serv. Assist,4,24,Male,Hispanic/Latino,1738,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,43,Male,Not Specified,1739,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,30,Female,Black/African American,1740,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,35,Male,White,1741,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,26,Female,White,1742,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,32,Male,White,1743,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,27,Male,White,1744,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,27,Male,White,1745,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,28,Female,Hispanic/Latino,1746,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,33,Male,White,1747,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,28,Female,White,1748,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,29,Male,White,1749,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,27,Male,White,1750,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,27,Male,Black/African American,1751,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,28,Male,White,1752,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,26,Male,White,1753,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,28,Male,Black/African American,1754,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,26,Female,White,1755,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,29,Male,Black/African American,1756,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,39,Female,Black/African American,1757,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,28,Male,Black/African American,1758,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,29,Male,Hispanic/Latino,1759,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,28,Female,White,1760,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,53,Male,Black/African American,1761,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,48,Male,White,1762,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,26,Male,White,1763,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,27,Male,White,1764,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Administrative Officer III,10,38,Female,Black/African American,1765,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommunicator,4,37,Female,White,1766,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,26,Male,Black/African American,1767,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,36,Male,White,1768,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,40,Male,Black/African American,1769,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Animal Control Officer,4,54,Female,Black/African American,1770,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,31,Male,Black/African American,1771,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Animal Health Technician,4,52,Female,White,1772,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,4,35,Male,White,1773,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,4,47,Male,Hispanic/Latino,1774,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
